N | OPT | Gap(%) | Nodes | Obj | Dual | N Cols | Time(s)
------------------------------------------------
0 | 0 | 64.39 | 8821 | 98.00 | 60.00 | 0 | 0 | Timeout
1 | - | - | 567 | - | 248.69 | 0 | 0 | Timeout
2 | 1 | 0.00 | 318 | 18.00 | 18.00 | 0 | 0 | 13.51
3 | - | - | 805 | - | 130.13 | 0 | 0 | Timeout
4 | - | - | 359 | - | 94.0 | 0 | 0 | Timeout
5 | 1 | 0.00 | 1 | 0.00 | -0.00 | 0 | 0 | 0.09
6 | - | - | 477 | - | 337.06 | 0 | 0 | Timeout
7 | - | - | 377 | - | 81.85 | 0 | 0 | Timeout
8 | 0 | 293.29 | 60250 | 98.00 | 25.00 | 0 | 0 | Timeout
9 | - | - | 378 | - | 153.64 | 0 | 0 | Timeout
10 | 1 | 0.00 | 1 | 0.00 | -0.00 | 0 | 0 | 0.02
11 | - | - | 476 | - | 20.1 | 0 | 0 | Timeout
12 | - | - | 558 | - | 174.62 | 0 | 0 | Timeout
13 | 1 | 0.00 | 1 | 0.00 | -0.00 | 0 | 0 | 0.02
14 | 1 | 0.00 | 1 | 0.00 | -0.00 | 0 | 0 | 0.05
15 | - | - | 9946 | - | 33.66 | 0 | 0 | Timeout
16 | 1 | 0.00 | 1 | 0.00 | -0.00 | 0 | 0 | 0.10
17 | 0 | 187.94 | 613 | 223.00 | 78.00 | 0 | 0 | Timeout
18 | - | - | 665 | - | 231.06 | 0 | 0 | Timeout
19 | - | - | 3256 | - | 264.7 | 0 | 0 | Timeout
20 | 1 | 0.00 | 1 | 0.00 | -0.00 | 0 | 0 | 0.18
21 | 1 | 0.00 | 1 | 0.00 | -0.00 | 0 | 0 | 0.18
22 | - | - | 361 | - | 130.54 | 0 | 0 | Timeout
23 | 1 | 0.00 | 1 | 0.00 | -0.00 | 0 | 0 | 0.26
24 | - | - | 1 | - | 265.63 | 0 | 0 | Timeout
25 | 1 | 0.00 | 1 | 0.00 | -0.00 | 0 | 0 | 0.13
26 | - | - | 1501 | - | 189.57 | 0 | 0 | Timeout
27 | - | - | 763 | - | 93.53 | 0 | 0 | Timeout
28 | 1 | 0.00 | 1 | 0.00 | -0.00 | 0 | 0 | 0.30
29 | - | - | 18 | - | 1330.68 | 0 | 0 | Timeout
30 | - | - | 269 | - | 152.55 | 0 | 0 | Timeout
31 | 0 | 23.14 | 654 | 260.00 | 212.00 | 0 | 0 | Timeout
32 | - | - | 630 | - | 8.78 | 0 | 0 | Timeout
33 | 1 | 0.00 | 6944 | 48.00 | 48.00 | 0 | 0 | 60.35
34 | 1 | 0.00 | 1 | 0.00 | -0.00 | 0 | 0 | 0.16
35 | - | - | 474 | - | 269.14 | 0 | 0 | Timeout
36 | 0 | 166.72 | 1743 | 580.00 | 218.00 | 0 | 0 | Timeout
37 | - | - | 806 | - | 199.97 | 0 | 0 | Timeout
38 | - | - | 1126 | - | 141.66 | 0 | 0 | Timeout
39 | 1 | 0.00 | 3067 | 39.00 | 39.00 | 0 | 0 | 75.73
40 | - | - | 36 | - | 199.87 | 0 | 0 | Timeout
41 | - | - | 305 | - | 257.27 | 0 | 0 | Timeout
42 | - | - | 1222 | - | 157.35 | 0 | 0 | Timeout
43 | - | - | 292 | - | 394.27 | 0 | 0 | Timeout
44 | - | - | 11898 | - | 197.33 | 0 | 0 | Timeout
45 | 1 | 0.00 | 5215 | 86.00 | 86.00 | 0 | 0 | 38.81
46 | - | - | 1602 | - | 130.35 | 0 | 0 | Timeout
47 | - | - | 391 | - | 54.09 | 0 | 0 | Timeout
48 | 1 | 0.00 | 1 | 0.00 | -0.00 | 0 | 0 | 0.03
49 | - | - | 504 | - | 115.54 | 0 | 0 | Timeout
